id	primary_name	subordinate_name_1	subordinate_name_2	number	dates	qualifier	source_id	rules_id	sort_name	authority_id
455	Forward Association	NULL	NULL	NULL	NULL	NULL	237	NULL	Forward Association	n89664598
460	New York Herald Tribune (Firm)	NULL	NULL	NULL	NULL	NULL	237	NULL	New York Herald Tribune (Firm)	no2009064156
463	United States Labor Party	NULL	NULL	NULL	NULL	NULL	237	NULL	United States Labor Party	n78087618
465	Soviet Union	Komitet gosudarstvennoĭ bezopasnosti	NULL	NULL	NULL	NULL	237	NULL	Soviet Union. Komitet gosudarstvennoĭ bezopasnosti	n50061733
466	Socialist Party of California	NULL	NULL	NULL	NULL	NULL	237	NULL	Socialist Party of California	n85199085
467	Partido Obrero de Unificación Marxista	NULL	NULL	NULL	NULL	NULL	237	NULL	Partido Obrero de Unificación Marxista	n86150496
471	Fourth Internationalist Tendency (Group)	NULL	NULL	NULL	NULL	NULL	237	NULL	Fourth Internationalist Tendency (Group)	nr90017501
475	American Friends Service Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	American Friends Service Committee	n79066082
476	American Fund for Public Service	NULL	NULL	NULL	NULL	NULL	237	NULL	American Fund for Public Service	no92028495
478	Anti-Imperialist League (Washington, D.C.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Anti-Imperialist League (Washington, D.C.)	n88676157
485	Laundry Workers International Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Laundry Workers International Union	n92078128
486	Liberal Party of New York State	NULL	NULL	NULL	NULL	NULL	237	NULL	Liberal Party of New York State	n84209470
490	Socialist Party-Social Democratic Federation	NULL	NULL	NULL	NULL	NULL	237	NULL	Socialist Party-Social Democratic Federation	n80089533
497	Marine Workers Historical Association (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Marine Workers Historical Association (U.S.)	no2001054102
498	International Seamen's Union of America	NULL	NULL	NULL	NULL	NULL	237	NULL	International Seamen's Union of America	no90004200
499	Marine Cooks and Stewards Association of the Pacific Coast	NULL	NULL	NULL	NULL	NULL	237	NULL	Marine Cooks and Stewards Association of the Pacific Coast	n87890302
500	National Maritime Union of America	NULL	NULL	NULL	NULL	NULL	237	NULL	National Maritime Union of America	n81034939
505	Los Angeles Times (Firm)	NULL	NULL	NULL	NULL	NULL	237	NULL	Los Angeles Times (Firm)	n84051357
507	Metropolitan Council on Housing (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	242	Metropolitan Council on Housing (New York, N.Y.)	no2007108165
512	National Tenants Organization	NULL	NULL	NULL	NULL	NULL	237	241	National Tenants Organization	nr95006485
513	International Labor Defense	NULL	NULL	NULL	NULL	NULL	237	NULL	International Labor Defense	n87895975
514	League of Struggle for Negro Rights (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	League of Struggle for Negro Rights (U.S.)	n83234880
515	Major League Baseball Players Association	NULL	NULL	NULL	NULL	NULL	237	NULL	Major League Baseball Players Association	n2001111045
516	Topps Chewing Gum, Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Topps Chewing Gum, Inc.	n90627638
518	International Workers Association	NULL	NULL	NULL	NULL	NULL	237	NULL	International Workers Association	nr90022726
519	Libertarian Aid for Latin America	NULL	NULL	NULL	NULL	NULL	237	NULL	Libertarian Aid for Latin America	n84004525
520	Libertarian Workers Group	NULL	NULL	NULL	NULL	NULL	237	NULL	Libertarian Workers Group	nr93050137
521	Teamsters Local 705 (Chicago, Ill.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Teamsters Local 705 (Chicago, Ill.)	n2002117981
522	SHAD Alliance	NULL	NULL	NULL	NULL	NULL	237	NULL	SHAD Alliance	no99013006
523	Syndicalist Workers Federation (Great Britain)	NULL	NULL	NULL	NULL	NULL	237	NULL	Syndicalist Workers Federation (Great Britain)	nb2007000078
524	Workers Solidarity Alliance	NULL	NULL	NULL	NULL	NULL	237	NULL	Workers Solidarity Alliance	no2010146938
526	Health Insurance Plan of Greater New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Health Insurance Plan of Greater New York	n88044503
527	Blue Cross of Greater New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Blue Cross of Greater New York	n83045516
533	Long Island Jewish Hospital	NULL	NULL	NULL	NULL	NULL	237	NULL	Long Island Jewish Hospital	n84097631
534	Voter Education Project (Southern Regional Council)	NULL	NULL	NULL	NULL	NULL	237	NULL	Voter Education Project (Southern Regional Council)	n85179519
537	Henry Holt and Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Henry Holt and Company	n88156497
538	Liberty Book Club	NULL	NULL	NULL	NULL	NULL	237	NULL	Liberty Book Club	no2002071383
543	Congress of Industrial Organizations (U.S.)	NULL	NULL	NULL	NULL	NULL	237	242	Congress of Industrial Organizations (U.S.)	n80081625
545	Esquerra Republicana de Catalunya	NULL	NULL	NULL	NULL	NULL	237	NULL	Esquerra Republicana de Catalunya	n86123978
546	Fifth Avenue Coach Company	NULL	NULL	NULL	NULL	NULL	236	NULL	Fifth Avenue Coach Company	no2012088047
548	New York Hotel Trades Council	NULL	NULL	NULL	NULL	NULL	237	NULL	New York Hotel Trades Council	nr97030073
549	International Labour Organisation	NULL	NULL	NULL	NULL	NULL	237	NULL	International Labour Organisation	n78095363
550	New York City CIO Council	NULL	NULL	NULL	NULL	NULL	237	NULL	New York City CIO Council	no2007092761
552	Pennsylvania Railroad	NULL	NULL	NULL	NULL	NULL	237	NULL	Pennsylvania Railroad	n82258320
557	Gaelic Athletic Association	NULL	NULL	NULL	NULL	NULL	237	NULL	Gaelic Athletic Association	n78025571
558	Clan-na-Gael	NULL	NULL	NULL	NULL	NULL	237	NULL	Clan-na-Gael	n81079443
561	American Broadcasting Company	NULL	NULL	NULL	NULL	NULL	237	NULL	American Broadcasting Company	n79053131
564	National Broadcasting Company	NULL	NULL	NULL	NULL	NULL	237	NULL	National Broadcasting Company	n80050398
565	Office and Professional Employees International Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Office and Professional Employees International Union	n80020523
567	Association of Theatrical Artists and Craftspeople	NULL	NULL	NULL	NULL	NULL	237	NULL	Association of Theatrical Artists and Craftspeople	n84183550
570	New Jersey Public Television	NULL	NULL	NULL	NULL	NULL	237	NULL	New Jersey Public Television	n83017088
572	New York State Labor Relations Board	NULL	NULL	NULL	NULL	NULL	237	NULL	New York State Labor Relations Board	n86077369
579	CBS Television Network	NULL	NULL	NULL	NULL	NULL	237	NULL	CBS Television Network	n81108691
580	CBS News	NULL	NULL	NULL	NULL	NULL	237	NULL	CBS News	n82221065
583	American Friends of Czechoslovakia	NULL	NULL	NULL	NULL	NULL	237	NULL	American Friends of Czechoslovakia	n85029541
584	Komunistička partija Jugoslavije	NULL	NULL	NULL	NULL	NULL	237	NULL	Komunistička partija Jugoslavije	n84232265
586	City of Hope National Medical Center (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	City of Hope National Medical Center (U.S.)	n80084539
587	Communist Party U.S.A. (Opposition)	NULL	NULL	NULL	NULL	NULL	237	NULL	Communist Party U.S.A. (Opposition)	no88005203
588	Hotel & Restaurant Employees and Bartenders International Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Hotel & Restaurant Employees and Bartenders International Union	n85261559
589	Independent Communist Labor League (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Independent Communist Labor League (U.S.)	no88005204
590	International Union of Electrical, Radio and Machine Workers	NULL	NULL	NULL	NULL	NULL	237	NULL	International Union of Electrical, Radio and Machine Workers	n82104429
591	Jewish Consumptives' Relief Society (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Jewish Consumptives' Relief Society (U.S.)	n87836361
592	National Lawyers Guild	NULL	NULL	NULL	NULL	NULL	237	NULL	National Lawyers Guild	n79054671
593	International Association of Democratic Lawyers	NULL	NULL	NULL	NULL	NULL	237	NULL	International Association of Democratic Lawyers	n50056077
594	National Lawyers Guild	National Office	NULL	NULL	NULL	NULL	237	NULL	National Lawyers Guild. National Office	n77002202
595	National Lawyers Guild	New York City Chapter	NULL	NULL	NULL	NULL	237	NULL	National Lawyers Guild. New York City Chapter	n84166172
596	Waterfront Commission of New York Harbor	NULL	NULL	NULL	NULL	NULL	237	NULL	Waterfront Commission of New York Harbor	nr91000346
599	City-Wide Tenants Council (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	City-Wide Tenants Council (New York, N.Y.)	no2003120946
604	NOW Legal Defense & Education Fund	NULL	NULL	NULL	NULL	NULL	237	NULL	NOW Legal Defense & Education Fund	n81117776
605	National Organization for Women	New York State	NULL	NULL	NULL	NULL	237	NULL	National Organization for Women. New York State	nr93048205
607	National Women's Trade Union League of America	NULL	NULL	NULL	NULL	NULL	237	NULL	National Women's Trade Union League of America	n81127510
609	Women's Trade Union League of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Women's Trade Union League of America	n81122703
623	Liberation News Service (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Liberation News Service (New York, N.Y.)	n83008276
624	Rolling Stones	NULL	NULL	NULL	NULL	NULL	237	NULL	Rolling Stones	n80123108
625	Vietnam Veterans Against the War	NULL	NULL	NULL	NULL	NULL	237	NULL	Vietnam Veterans Against the War	n50070605
626	Weather Underground Organization	NULL	NULL	NULL	NULL	NULL	237	NULL	Weather Underground Organization	n50023740
627	Young Lords Party	NULL	NULL	NULL	NULL	NULL	237	NULL	Young Lords Party	n50076416
628	National Venceremos Brigade	NULL	NULL	NULL	NULL	NULL	237	NULL	National Venceremos Brigade	nr95011775
629	Miss America Pageant	NULL	NULL	NULL	NULL	NULL	237	NULL	Miss America Pageant	n00145427
631	Brookwood Labor College (Katonah, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	242	Brookwood Labor College (Katonah, N.Y.)	n86114043
633	Bloomingdale's (Firm)	NULL	NULL	NULL	NULL	NULL	237	NULL	Bloomingdale's (Firm)	n79055078
636	Frontier Films (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Frontier Films (New York, N.Y.)	n82046345
637	Nykino (Organization : New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Nykino (Organization : New York, N.Y.)	n82046346
640	Partito socialista italiano	NULL	NULL	NULL	NULL	NULL	237	NULL	Partito socialista italiano	n83051684
641	Partito repubblicano italiano	NULL	NULL	NULL	NULL	NULL	237	NULL	Partito repubblicano italiano	n79074284
642	New York Times Company	NULL	NULL	NULL	NULL	NULL	237	NULL	New York Times Company	n81050013
645	Pacific Street Films	NULL	NULL	NULL	NULL	NULL	237	NULL	Pacific Street Films	n81067406
646	Commonwealth College (Mena, Ark.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Commonwealth College (Mena, Ark.)	n91068196
647	Free Society Group of Chicago	NULL	NULL	NULL	NULL	NULL	237	NULL	Free Society Group of Chicago	nb2005020515
654	American Federation of Labor	NULL	NULL	NULL	NULL	NULL	237	NULL	American Federation of Labor	n79091711
655	National Community Relations Advisory Council (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Community Relations Advisory Council (U.S.)	n85266331
656	Yivo Institute for Jewish Research	NULL	NULL	NULL	NULL	NULL	237	NULL	Yivo Institute for Jewish Research	n79122376
657	Memorial Foundation for Jewish Culture	NULL	NULL	NULL	NULL	NULL	237	NULL	Memorial Foundation for Jewish Culture	n82115527
659	U.S.-China Peoples Friendship Association	NULL	NULL	NULL	NULL	NULL	237	NULL	U.S.-China Peoples Friendship Association	n79107912
666	League for the Amnesty of Political Prisoners	NULL	NULL	NULL	NULL	NULL	237	NULL	League for the Amnesty of Political Prisoners	no2006115577
670	Amigos de Durruti	NULL	NULL	NULL	NULL	NULL	237	NULL	Amigos de Durruti	n79019761
671	Catalonia (Spain)	Comissariat de Propaganda	NULL	NULL	NULL	NULL	237	NULL	Catalonia (Spain). Comissariat de Propaganda	n2006053733
672	Communist League of America (Opposition)	NULL	NULL	NULL	NULL	NULL	237	NULL	Communist League of America (Opposition)	no94033166
673	Confederación Nacional del Trabajo (Spain)	NULL	NULL	NULL	NULL	NULL	237	242	Confederación Nacional del Trabajo (Spain)	n80146702
674	F.A.I. (Organization : Spain)	NULL	NULL	NULL	NULL	NULL	237	NULL	F.A.I. (Organization : Spain)	n86138263
675	Revolutionary Workers League of the U.S.	NULL	NULL	NULL	NULL	NULL	237	NULL	Revolutionary Workers League of the U.S.	nr93021778
677	Workers Party (U.S.)	Left Wing Group	NULL	NULL	NULL	NULL	237	NULL	Workers Party (U.S.). Left Wing Group	nr93020647
679	CIO Women's League of New Jersey	NULL	NULL	NULL	NULL	NULL	237	NULL	CIO Women's League of New Jersey	n85333834
680	New Jersey State Industrial Union Council	NULL	NULL	NULL	NULL	NULL	237	NULL	New Jersey State Industrial Union Council	n85388868
682	Johnson-Forest Tendency	NULL	NULL	NULL	NULL	NULL	237	NULL	Johnson-Forest Tendency	no99069988
687	International Jewelry Workers Union	NULL	NULL	NULL	NULL	NULL	237	NULL	International Jewelry Workers Union	nr98027812
690	United Farm Workers of America	NULL	NULL	NULL	NULL	NULL	237	242	United Farm Workers of America	n91008086
692	United Storeworkers (Organization)	Local 3 (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	United Storeworkers (Organization). Local 3 (New York, N.Y.)	no2001046412
696	American-Irish Historical Society	NULL	NULL	NULL	NULL	NULL	237	NULL	American-Irish Historical Society	n79061213
699	Canadian Association for Irish Studies	NULL	NULL	NULL	NULL	NULL	237	NULL	Canadian Association for Irish Studies	n78029993
703	Claidheamh Soluis (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Claidheamh Soluis (New York, N.Y.)	n84049509
705	United States Chamber of Commerce in Ireland	NULL	NULL	NULL	NULL	NULL	237	NULL	United States Chamber of Commerce in Ireland	n77009401
713	Common Council for American Unity	NULL	NULL	NULL	NULL	NULL	237	NULL	Common Council for American Unity	n85134057
714	Congress for Jewish Culture	NULL	NULL	NULL	NULL	NULL	237	NULL	Congress for Jewish Culture	n82047668
717	American Student Union	NULL	NULL	NULL	NULL	NULL	237	NULL	American Student Union	nr93041577
719	Federal Theatre Project (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Federal Theatre Project (U.S.)	n79118140
720	People's Songs (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	People's Songs (Organization)	n88623451
722	KSAN (Radio station : San Francisco, Calif.)	NULL	NULL	NULL	NULL	NULL	237	NULL	KSAN (Radio station : San Francisco, Calif.)	n79098883
723	Morehouse College (Atlanta, Ga.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Morehouse College (Atlanta, Ga.)	n50007541
725	American Library Association	NULL	NULL	NULL	NULL	NULL	237	NULL	American Library Association	n79062941
728	Ethnikon Apeleutherōtikon Metōpon (Greece)	NULL	NULL	NULL	NULL	NULL	237	NULL	Ethnikon Apeleutherōtikon Metōpon (Greece)	n85101288
729	Typothetae of the City of New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Typothetae of the City of New York	n85235920
734	National Association for Irish Freedom (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Association for Irish Freedom (U.S.)	no2010150469
741	World Federation of Trade Unions	NULL	NULL	NULL	NULL	NULL	237	NULL	World Federation of Trade Unions	n80085244
744	United Furniture Workers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	United Furniture Workers of America	n85185761
746	Freedom Socialist Party (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Freedom Socialist Party (U.S.)	n81117954
749	American Socialist Society	NULL	NULL	NULL	NULL	NULL	237	NULL	American Socialist Society	nr92003491
751	New York (State)	Legislature	Joint Legislative Committee to Investigate Seditious Activities	NULL	NULL	NULL	237	NULL	New York (State). Legislature. Joint Legislative Committee to Investigate Seditious Activities	nr96007140
754	Revolutionary Communist Party, USA	Central Committee	NULL	NULL	NULL	NULL	237	NULL	Revolutionary Communist Party, USA. Central Committee	n82003039
755	Revolutionary Workers Headquarters of the RCP	NULL	NULL	NULL	NULL	NULL	237	NULL	Revolutionary Workers Headquarters of the RCP	n86870634
756	International Brotherhood of Electrical Workers	NULL	NULL	NULL	NULL	NULL	237	NULL	International Brotherhood of Electrical Workers	n82059102
757	Retail, Wholesale, and Department Store Union	Local 1199 Drug, Hospital, and Health Care Employees Union (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	Retail, Wholesale, and Department Store Union. Local 1199 Drug, Hospital, and Health Care Employees Union (New York, N.Y.)	nr91038626
758	Service Employees International Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Service Employees International Union	n81112262
759	Martin Luther King, Jr. Center for Nonviolent Social Change	NULL	NULL	NULL	NULL	NULL	237	NULL	Martin Luther King, Jr. Center for Nonviolent Social Change	n85821386
761	New York (N.Y.)	City Commission on Human Rights	NULL	NULL	NULL	NULL	237	NULL	New York (N.Y.). City Commission on Human Rights	n50074743
762	New York State Martin Luther King, Jr. Commission	NULL	NULL	NULL	NULL	NULL	237	NULL	New York State Martin Luther King, Jr. Commission	n86076190
764	New York (State)	Legislature	Assembly	NULL	NULL	NULL	237	NULL	New York (State). Legislature. Assembly	n79108996
766	Jewish Socialist Verband	NULL	NULL	NULL	NULL	NULL	237	NULL	Jewish Socialist Verband	n92081817
770	Social Democracy of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Social Democracy of America	no95024775
772	United Hebrew Trades	NULL	NULL	NULL	NULL	NULL	237	NULL	United Hebrew Trades	n2001081656
774	National Committee for Labor Palestine	NULL	NULL	NULL	NULL	NULL	237	NULL	National Committee for Labor Palestine	nr93017749
